County Code,District Code,School Code,School Name,Address1,Address2,City,State,Zip,Mail Addr1,Mail Addr2,Mail City,Mail State,Mail Zip,Phone,Contact Name,Contact Title,Contact Email,Profit,Pub. Sch. Dist.
"=""04""","=""0133""","=""22B""",Montessori Learning Center,205 Franklin Ave,,RIDGEWOOD,NJ,"=""07450""",205 Franklin Avenue,,RIDGEWOOD,NJ,"=""07450""","=""(201)445-0232""",Maeve Manning,Owner,montessorirgd@me.com,FOR-PROFIT,"=""4390"""
"=""24""","=""2130""","=""20N""",Montessori Matters School,111 Sutton Lane,,Pisctaway,NJ,"=""08854""",111 Sutton Lane,,Pisctaway,NJ,"=""08854""","=""(732) 531-7357""",Cynthia Giannakopoulos,Director,cynthia.gianna@montessorimattersnj.com,FOR-PROFIT,"=""4130"""
"=""24""","=""0583""","=""38F""",Montessori Preschool Academy,2674 B1 ROUTE 130 N.,,CRANBURY,NJ,"=""08512""",2674 B1 ROUTE 130 N.,,CRANBURY,NJ,"=""08512""","=""(609)409-9300""","Irene ,Pakis",Director,montessoriabc123@aol.com,NOT-FOR-PROFIT,"=""0970"""
"=""06""","=""1814""","=""06M""",Montessori Seeds Of Education,631 Chester Ave.,,Moorestown,NJ,"=""08057""",631 Chester Ave.,,Moorestown,NJ,"=""08057""","=""(609)832-2546""",Matthew Simberg,Head of School,msimberg@montessoriseeds.com,NOT-FOR-PROFIT,"=""3360"""
"=""36""","=""2027""","=""15P""",Montgomery Montessori School,12 Vreeland Dr.,,Skillman,NJ,"=""08558""",12 Vreeland Dr.,,Skillman,NJ,"=""08558""","=""(609)252-9696""",Nina Masaun,Owner,admin@montgomerymontessori.org,NOT-FOR-PROFIT,"=""3320"""
"=""06""","=""0196""","=""80B""",Moorestown Friends School,110 EAST MAIN STREET,,MOORESTOWN,NJ,"=""08057""",110 EAST MAIN STREET,,MOORESTOWN,NJ,"=""08057""","=""(856)235-2900""",JULIA DE LA TORRE,HEAD OF SCHOOL,JDELATORRE@MFRIENDS.ORG,NOT-FOR-PROFIT,"=""3360"""
"=""30""","=""1773""","=""04N""",Moreshes By,140 Lehigh Ave,Ste 322,LAKEWOOD,NJ,"=""08701""",140 Lehigh Ave,ste. 322,LAKEWOOD,NJ,"=""08701""","=""(732)987-5773""",Tzvi Perlstein,Administrator,office@moreshes.org,NOT-FOR-PROFIT,"=""2520"""
"=""04""","=""0042""","=""39A""",Moriah School,53 S WOODLAND STREET,,ENGLEWOOD,NJ,"=""07631""",53 South Woodland Street,,ENGLEWOOD,NJ,"=""07631""","=""(201)567-0208x329""",Rivkie Gunsburg,Director of Finance,rgunsburg@moriahschool.org,NOT-FOR-PROFIT,"=""1370"""
"=""28""","=""0848""","=""80H""",Morris Catholic High School,200 MORRIS AVE,,DENVILLE,NJ,"=""07834""",200 Morris Avenue,,DENVILLE,NJ,"=""07834""","=""(973)627-6674""",Peter Clarke,President,frpclarke@morriscatholic.org,NOT-FOR-PROFIT,"=""1090"""
"=""28""","=""0916""","=""43I""",Morris Cty Educare & Enrichment Ctr,659 Route 46,,Kenvil,NJ,"=""07847""",659 Route 46,,Kenvil,NJ,"=""07847""","=""(973)598-1515""",Maryellen Soriano,Principal,educare123@live.com,FOR-PROFIT,"=""4560"""
"=""28""","=""0877""","=""07I""",Morristown Beard School,70 WHIPPANY ROAD,,MORRISTOWN,NJ,"=""07960""",70 WHIPPANY ROAD,,MORRISTOWN,NJ,"=""09760""","=""(973)539-3032 x575""",Philicia Levinson,Chief Financial & Operating Officer,plevinson@mbs.net,NOT-FOR-PROFIT,"=""3385"""
"=""40""","=""2185""","=""27Q""",Mosdos Bobov Linden,575 Kent Place,,Linden,NJ,"=""07036""","316 Morningside ",,Linden,NJ,"=""07036""","=""(908)718-2000""",Joseph Mandelbaum,Administrator,info@mosdosbobovlinden.org,NOT-FOR-PROFIT,"=""2660"""
"=""40""","=""1699""","=""18Z""",Mosdos Hatorah Dlinden,1111 E Jersey Street,,Elizabeth,NJ,"=""07036""",930 Orchard Terrace,,Linden,NJ,"=""07036""","=""(908)615-2141""",David Deutsch,President,office@mosdoshatorahdlinden.org,NOT-FOR-PROFIT,"=""1320"""
"=""40""","=""1659""","=""24S""",Mosdos Hatorah Dlinden - Girls,501 Green Lane,,Union,NJ,"=""07083""",704 W. Saint Georges Ave.,,Linden,NJ,"=""07036""","=""(908)615-2141""",David Deutsch,CEO,office@mosdoshatorahlinden.org,NOT-FOR-PROFIT,"=""5290"""
"=""18""","=""1991""","=""13J""",Mosdos of Greenville,925 West Side Ave.,,Jersey City,NJ,"=""07305""",68 MLK Dr.,,Jersey City,NJ,"=""07305""","=""(201)350-5225""",Moses Eidlisz,Administrator,Moshe@mosdosog.org,NOT-FOR-PROFIT,"=""2390"""
"=""18""","=""2104""","=""19P""",Mosdos of Greenville,2737 Kennedy Blvd.,,Jersey City,NJ,"=""07305""",68 MLK Dr.,,Jersey City,NJ,"=""07305""","=""(201)350-5225""",Moshe Eidlisz,Adminstrator,moshe@mosdosog.org,NOT-FOR-PROFIT,"=""2390"""
"=""18""","=""2092""","=""17Y""",Mosdos of Greenville,203 Academy St.,,Jersey City,NJ,"=""07306""",68 MLK Dr.,,Jersey City,NJ,"=""07306""","=""(201)350-5225""",Moses Eidlisz,Administrator,Moshe@mosdosog.org,NOT-FOR-PROFIT,"=""2390"""
"=""18""","=""2187""","=""27S""",Mosdos Of Greenville,829 Garfield Ave.,,Jersey City,NJ,"=""07305""",106 MLK Drive,,Jersey City,NJ,"=""07305""","=""(201)350-5225""",Isaac Silberstein,Manager,isaac@mosdosog.org,NOT-FOR-PROFIT,"=""2390"""
"=""18""","=""1664""","=""24W""",Mosdos of Greenville,503-505 Ocean Ave.,,Jersey City,NJ,"=""07305""",68 MLK Dr.,,Jersey City,NJ,"=""07305""","=""(201)350-5225""",Moshe Eidlisz,Administrator," MOSHE@MOSDOSOG.ORG",NOT-FOR-PROFIT,"=""2390"""
"=""40""","=""2164""","=""26V""",Mosdos Pupa Linden,1283 Liberty Ave.,,Hillside,NJ,"=""07205""",937 Orcheard Terrace,,Linden,NJ,"=""07036""","=""(917)273-4584""",Hersehy Katz,Trustee-Adminstrator,katzhershey@gmail.com,NOT-FOR-PROFIT,"=""2190"""
"=""24""","=""2144""","=""26A""",Mosdos Satmar Linden,430 Market St.,,Perth Amboy,NJ,"=""08861""",430 Market St.,,Perth Amboy,NJ,"=""08861""","=""(908)645-1212""",S. Roth,Administrative Secretary,office@lindenuta.org,NOT-FOR-PROFIT,"=""4090"""
"=""26""","=""0733""","=""74G""",Mother Seton Academy,4219 ROUTE 9,,HOWELL,NJ,"=""07731""",4219 Rt. 9 North,,HOWELL,NJ,"=""07731""","=""(732)364-4130X221""",Dr. Karen Juliano,Principal,kjuliano@msaedu.org,NOT-FOR-PROFIT,"=""2290"""
"=""40""","=""1215""","=""14L""",Mother Seton Regional H S,VALLEY ROAD,,CLARK,NJ,"=""07066""",Valley Road,,CLARK,NJ,"=""07066""","=""(732)382-1952 x 167""",Sister Jacquelyn Balasia,Principal,srjacquelyn@motherseton.org,NOT-FOR-PROFIT,"=""0850"""
"=""36""","=""1189""","=""89K""",Mount Saint Mary Academy,1645 US HIGHWAY 22 W,,WATCHUNG,NJ,"=""07069""",1645 US HIGHWAY 22 W,,WATCHUNG,NJ,"=""07069""","=""(908)757-0108""","S. Lisa Gambacorto, RSM",Directress,lgambacorto@mountsaintmary.org,NOT-FOR-PROFIT,"=""5550"""
"=""26""","=""0777""","=""14H""",Mountain Hill School,724 KINGS HWY EAST,,ATLANTIC HIGHLANDS,NJ,"=""07716""",724 Kings Hwy East,,ATLANTIC HIGHLANDS,NJ,"=""07716""","=""7327407317""",lauren kaiser,Owner,laurenkais6@gmail.com,FOR-PROFIT,"=""3160"""
"=""14""","=""0324""","=""97C""",Mt. St. Dominic Academy,3 RYERSON AVE,,CALDWELL,NJ,"=""07006""",3 Ryerson Avenue,,CALDWELL,NJ,"=""07006""","=""(973)226-0660x1113""",Laura Hollenbaugh,Principal,lhollenbaugh@msdacademy.org,NOT-FOR-PROFIT,"=""0660"""
"=""08""","=""1806""","=""06D""",Muhammad University Of Islam No 20,1157 Haddon Ave,,Camden,NJ,"=""08103""",1157 Haddon Ave,,Camden,NJ,"=""08103""","=""(856)365-0020x006""",Chabree Muhammad,Director,mui.chabreemuhammad@ymail.com,NOT-FOR-PROFIT,"=""0680"""
"=""04""","=""1381""","=""13X""",Naaleh High School for Girls,10-10 Norma Avenue,,Fair Lawn,NJ,"=""07410""",10-10 Norma Avenue,,Fair Lawn,NJ,"=""07410""","=""(201)468-8333""",Deena Kobre,Head of School,dkobre@naalehhighschool.org,NOT-FOR-PROFIT,"=""1450"""
"=""30""","=""2044""","=""16E""",Nachlas Bais Yaakov Inc,213 Newport Avenue,,Lakewood,NJ,"=""08701""",213 Newport Avenue,,Lakewood,NJ,"=""08701""","=""(732)994-3935x232""",Sara Robinson,Administrator,sr@nachlasby.com,NOT-FOR-PROFIT,"=""2520"""
"=""08""","=""0277""","=""55C""",Naudain Academy,6 SCHOOLLANE,,VOORHEES,NJ,"=""08043""",6 School La.,,VOORHEES,NJ,"=""08043""","=""(856)751-1510""",Leddy Nelson,Director of Education,lnelson@naudainacademy.com,NOT-FOR-PROFIT,"=""5400"""
"=""30""","=""2069""","=""17C""",Neemas Bais Yaakov,"725 Vassar Avenue, Entrance 1",,Lakewood,NJ,"=""08701""",1995 Rutgers University Blvd.,,Lakewood,NJ,"=""08701""","=""(732)3986600 x1""",Mordechai Burnstein,Adminstrator,mordyburnstein@gmail.com,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""1896""","=""09X""",Nesivos Hatorah,655 Princeton Ave.,,Lakewood,NJ,"=""08701""",P.O. Box 424,,Lakewood,NJ,"=""08701""","=""(732)905-1888 x2""",Mayer Censor,Dean,office@nesivoshatorah.org,NOT-FOR-PROFIT,"=""2520"""
"=""28""","=""0904""","=""32I""",Netherlands Reformed Christian,164 JACKSONVILLE ROAD,,POMPTON PLAINS,NJ,"=""07444""",164 JACKSONVILLE ROAD,,POMPTON PLAINS,NJ,"=""07444""","=""(973)628-7400""",John Van Der Brink,Principal,nrcs_office@nrcsnj.org,NOT-FOR-PROFIT,"=""4080"""
"=""04""","=""1944""","=""11T""",New Beginnings At Grace Lutheran,925 5th Ave,,River Edge,NJ,"=""07661""",925 5th Ave,,River Edge,NJ,"=""07661""","=""(201)261-5415""",Christina Walsh,Director,admin@newbeginningsatgrace.com,NOT-FOR-PROFIT,"=""4410"""
"=""30""","=""1767""","=""04F""",New Dimensions Academy,1733 Route 9,,TOMS RIVER,NJ,"=""08755""",11 Albert Ct.,,Jackson,NJ,"=""08527""","=""(917)412-8809""",Shaheen Shareef,Director,newdimensionsacademy@gmail.com,NOT-FOR-PROFIT,"=""5190"""
"=""24""","=""0606""","=""59F""",New Friends Childcare,2027 WOODBRIDGE AVE,,EDISON,NJ,"=""08817""",2027 WOODBRIDGE AVE,,EDISON,NJ,"=""08817""","=""(732)572-2022""",ELIZABETH PUSKAS,DIRECTOR,ELIZADEE57@AOL.COM,FOR-PROFIT,"=""1290"""
"=""32""","=""1041""","=""54J""",New Hope School,780 CLIFTON AVENUE,,CLIFTON,NJ,"=""07013""",780 Clifton Ave.,,CLIFTON,NJ,"=""07013""","=""(973)473-4144""",Robert Beebe,Principal,rbeebe52@yahoo.com,NOT-FOR-PROFIT,"=""0900"""
"=""04""","=""1686""","=""18M""",New Jersey Academy of Technology,353 East Clinton Ave.,,Tenafly,NJ,"=""07670""",353 East Clinton Ave.,,Tenafly,NJ,"=""07670""","=""(201)627-8383 000""",Paul Yoo,Principal,admin@njat.us,NOT-FOR-PROFIT,"=""5160"""
"=""04""","=""0096""","=""88A""","New Jersey Japanese School, The",117 FRANKLIN AVENUE,,OAKLAND,NJ,"=""07436""",117 FRANKLIN AVENUE,,OAKLAND,NJ,"=""07436""","=""(201)405-0888""",KUMIKO KITADA,OFFICE MANAGER,KITADA@NEWJERSEYJAPANESESCHOOL.ORG,NOT-FOR-PROFIT,"=""3760"""
"=""12""","=""2063""","=""16W""",New Life Academy,69 W. Landis Ave.,,Vineland,NJ,"=""08360""",PO Box 1027,,Vineland,NJ,"=""08362""","=""(856)691-3015""",Dana Ramsey,Adminstrator,newlifetabernacle@nltchurch.com,NOT-FOR-PROFIT,"=""5390"""
"=""06""","=""1765""","=""04D""",New Life Covenant International Worship Center Christian Learning Center,50 Springside Rd.,,WESTAMPTON,NJ,"=""08060""",PO Box 355,,Willingboro,NJ,"=""08060""","=""(609)614-0557""",Pastor Michael Pearson,Administrator,NLCIWCassistant@gmail.com,NOT-FOR-PROFIT,"=""5720"""
"=""40""","=""2096""","=""18C""",New Providence Presbyterian Church School,1307 Springfield Ave.,,New Providence,NJ,"=""07974""",1307 Springfield Ave.,,New Providence,NJ,"=""07974""","=""(908)665-0951""",Lorie Agrifolio,Director,lagrifolio@thecornernj.com,NOT-FOR-PROFIT,"=""3560"""
"=""26""","=""0723""","=""65G""",New School Of Monmouth County,301 MIDDLE ROAD,,HOLMDEL,NJ,"=""07733""",301 MIDDLE ROAD,,HOLMDEL,NJ,"=""07733""","=""(732)272-5680""",Alexandra Freer,Executive Director,thenewschoolofmonmouth@gmail.com,NOT-FOR-PROFIT,"=""2230"""
"=""04""","=""1351""","=""00Y""",New World Montessori School,165 Burton Ave,,HASBROUCK HTS,NJ,"=""07604""",165 Burton Ave,,Hasbrouck Heights,NJ,"=""07604""","=""(201)288-7667""",Heidi Reinhardt,Director,nwms1987@gmail.com,NOT-FOR-PROFIT,"=""2080"""
"=""14""","=""0346""","=""18D""",Newark Academy,91 SOUTH ORANGE AVENUE,,LIVINGSTON,NJ,"=""07039""",91 SOUTH ORANGE AVENUE,,LIVINGSTON,NJ,"=""07039""","=""(973)992-7000 x310""",Sam Goldfischer,Director of Business and Finance,sgoldfischer@newarka.edu,NOT-FOR-PROFIT,"=""2730"""
"=""36""","=""1884""","=""09L""",NJ Classical Academy,100 Norwood Ave,,North Plainfield,NJ,"=""07060""",217 Elmer St,Apt 1,Westfield,NJ,"=""07090""","=""(908)358-5285""",Joanne Pacotti,Founder/Director,jmpacotti@verizon.net,NOT-FOR-PROFIT,"=""3670"""
"=""26""","=""0815""","=""50H""",Nj United Christian Academy,73 HOLMES MILL ROAD,,CREAMRIDGE,NJ,"=""08514""",73 Holmes Mill Road,,CREAM RIDGE,NJ,"=""08514""","=""6097382121 x301""",Chris Lowe,Principal,clowe@njuca.org,NOT-FOR-PROFIT,"=""5310"""
"=""28""","=""2184""","=""27P""","NJJ Institutions ",100 International Drive,,Mount Olive,NJ,"=""07828""",102 Drakestown Road,,Hackettstown,NJ,"=""07840""","=""(844)472-0967""",Chain Kohn,Director,director@njji.org,NOT-FOR-PROFIT,"=""3450"""
"=""08""","=""2152""","=""26H""",NLG Academy,"110 Cushman Ave., Unit 4",,West Berlin,NJ,"=""08091""","110 Cushman Ave., Unit 4",,West Berlin,NJ,"=""08091""","=""(856)379-1516""",Melik Brown,Administrator,support@nlgperformance.com,FOR-PROFIT,"=""0340"""
"=""32""","=""1061""","=""72J""",Noble Leadership Academy,1-30 Summit Ave.,,Fair Lawn,NJ,"=""07410""",1-30 Summit Ave.,,Fair Lawn,NJ,"=""07410""","=""(973)685-2550""",Amanny Khattab,Principal,Amannyk@noblela.org,NOT-FOR-PROFIT,"=""1450"""
"=""24""","=""0672""","=""20G""",Noor-Ul-Iman School,4137 ROUTE 1 SOUTH,,MONMOUTH JUNCTION,NJ,"=""08852""",4137 ROUTE 1 SOUTH,,MONMOUTH JUNCTION,NJ,"=""08852""","=""(732)329-1800""","Leila Shatara ",Head of School,Headofschool@nuischool.org,NOT-FOR-PROFIT,"=""4860"""
"=""28""","=""1401""","=""20R""",North Stars Academy,"91 Fulton St., Suite 2",,Boonton,NJ,"=""07005""","91 Fulton St., Suite 2",,Boonton,NJ,"=""07005""","=""(973)316-2507""",Ashley Umberger,Principal,northstarsnj@optimum.net,FOR-PROFIT,"=""0450"""
"=""38""","=""1195""","=""95K""",Northwest Christian School,92 ROUTE 519,,NEWTON,NJ,"=""07860""",92 Route 519,,NEWTON,NJ,"=""07860""","=""(973)383-9713""",MaryJo Iannotta,Interim Principal,ncsoffice@ncsnj.org,NOT-FOR-PROFIT,"=""1980"""
"=""04""","=""0103""","=""95A""",Notre Dame Academy,312 FIRST STREET,,PALISADES PARK,NJ,"=""07650""",312 First Strret,,PALISADES PARK,NJ,"=""07650""","=""(201)947-5262""",Eric Reid,Principal,ereid@notredameint.org,NOT-FOR-PROFIT,"=""3910"""
"=""22""","=""0547""","=""06F""",Notre Dame High School,601 LAWRENCE ROAD,,LAWRENCEVILLE,NJ,"=""08648""",601 Lawrence Road,,LAWRENCEVILLE,NJ,"=""08648""","=""(609)882-7900 x125""",Michele Martinez,Principal,martinezm@ndnj.org,NOT-FOR-PROFIT,"=""2580"""
"=""02""","=""0005""","=""06A""",NOTRE DAME REGIONAL SCH,601 CENTRAL AVENUE,,LANDISVILLE,NJ,"=""08326""",601 CENTRAL AVENUE,,LANDISVILLE,NJ,"=""08326""","=""(856)697-3456 x101""",Dr. Mary J. Alimenti,Principal,notredameregional@comcast.net,NOT-FOR-PROFIT,"=""0590"""
"=""04""","=""0145""","=""34B""",Nursery Rhymes,141 MARKET STREET,,SADDLE BROOK,NJ,"=""07663""",141 Market Street,,SADDLE BROOK,NJ,"=""07663""","=""(201)843-8667""",Debra Latona,Director,nurseryrhymes@optonline.net,FOR-PROFIT,"=""4610"""
"=""30""","=""1995""","=""13P""","O.C.E.A.N., Inc. Head Start",40 Washington St.,,Toms River,NJ,"=""08754""",P.O. Box 1029,,Toms River,NJ,"=""08754""","=""(732)244-5333""",Meg Saunders,,msaunders@oceaninc.org,NOT-FOR-PROFIT,"=""5190"""
"=""26""","=""0775""","=""12H""",Oak Hill Academy,347 MIDDLETOWNLINCROFT ROAD,,LINCROFT,NJ,"=""07738""",347 Middletown-Lincroft Rd,,LINCROFT,NJ,"=""07738""","=""(732)530-1343  x1""",Joseph A. Pacelli,Headmaster,japacelli@oakhillacademy.com,NOT-FOR-PROFIT,"=""3160"""
"=""40""","=""1269""","=""63L""",Oak Knoll School Of The Holy Child,44 BLACKBURN RD,,SUMMIT,NJ,"=""07901""",44 Blackburn Road,,SUMMIT,NJ,"=""07901""","=""(908)522-8110""",Jennifer Landis,Head of School,jennifer.landis@oakknoll.org,NOT-FOR-PROFIT,"=""5090"""
"=""30""","=""1889""","=""09R""",Ocean County Christian Academy,1380 Old Freehold Rd,,Toms River,NJ,"=""08753""",1380 Old Freehold Rd,,Toms River,NJ,"=""08753""","=""(732)341-5005 ext.2 """,Michael de Juana,Principal,occa@ocbcministries.org,NOT-FOR-PROFIT,"=""5190"""
"=""30""","=""0923""","=""49I""",OCEAN EARLY CHILDHOOD CENTER,58 PRINCETON AVENUE,,BRICK,NJ,"=""08724""",58 PRINCETON AVENUE,,BRICK,NJ,"=""08724""","=""(732)840-0422""",Lori Bliss,DIRECTOR,oecc@verizon.net,FOR-PROFIT,"=""0530"""
"=""30""","=""1963""","=""12K""",Ohr Avrohom Chaim,1065 Cross Street,,Lakewood,NJ,"=""08701""",1848 New Central Ave.,,Lakewood,NJ,"=""08701""","=""(917)456-7397""",Yosef Zelinger,Dean,Yeshivaoac@gmail.com,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""1001""","=""17J""",Ohr Devora (BYOC),45 Pawnee Rd.,,LAKEWOOD,NJ,"=""08701""",45 Pawnee Rd.,,LAKEWOOD,NJ,"=""08701""","=""(732)929-6111""",Ozer Babad,Head of School,rabbibabad@ohrdevora.com,NOT-FOR-PROFIT,"=""2520"""
"=""04""","=""2128""","=""20L""",Ohr Yisroel of Bergen County,475 Grove St.,,Ridgewood,NJ,"=""07450""","227 Fairfield Rd., suite 31b",,Fairfield,NJ,"=""07004""","=""(516)510-2436""",Asher Yablok,"Principal ",ayablok@ohryot.org,NOT-FOR-PROFIT,"=""5160"""
"=""34""","=""1644""","=""24B""","Olympus Preparatory Academy, DBA: O Preparatory Academy",350 Georgetown Rd.,,Carneys Point,NJ,"=""08069""",350 Georgetown Rd.,,Carneys Point,NJ,"=""08069""","=""(856)283-0232""",Todd Beaman,Director,todd@olympussports.org,NOT-FOR-PROFIT,"=""4070"""
"=""40""","=""1271""","=""64L""",Oratory Catholic Prep,1 BEVERLY ROAD,,SUMMIT,NJ,"=""07901""",1 Beverly Road,,SUMMIT,NJ,"=""07901""","=""(908)273-1084 x125""",Robert Costello,Head of School,rcostello@oratoryprep.org,NOT-FOR-PROFIT,"=""5090"""
"=""06""","=""0211""","=""94B""",Orchard Friends School,405 Linden Ave,,Riverton,NJ,"=""08077""",405 Linden Ave,,Riverton,NJ,"=""08077""","=""(856)-786-1123""",Lisa Wagner,Business Administrator,lwagner@orchardfriends.org,NOT-FOR-PROFIT,"=""4460"""
"=""30""","=""0951""","=""73I""",Oros Bais Yakov,1995 RUTGERS BLVD,,LAKEWOOD,NJ,"=""08701""",1995 RUTGERS BLVD,,LAKEWOOD,NJ,"=""08701""","=""(732)370-6049""",Ephraim Birnbaum,Dean,ephraim.birnbaum@gmail.com,NOT-FOR-PROFIT,"=""2520"""
"=""18""","=""0469""","=""32E""",Our Lady Of Czestochowa,248 LUIS MUNOZ MARIN BLVD.,,JERSEY CITY,NJ,"=""07302""",248 LUIS MUNOZ MARIN BLVD.,,JERSEY CITY,NJ,"=""07302""","=""(201)434-2405 X152""",Madeline Martineau,Acting Principal,martineaum@olcschool.org,NOT-FOR-PROFIT,"=""2390"""
"=""06""","=""0197""","=""81B""",Our Lady Of Good Counsel,23 WEST PROSPECT AVE,,MOORESTOWN,NJ,"=""08057""",23 WEST PROSPECT AVE,,MOORESTOWN,NJ,"=""08057""","=""(856)-235-7885""",Cynthia A. Smith,PRINCIPAL,cynthiasmith@olgc.me,NOT-FOR-PROFIT,"=""3360"""
"=""40""","=""1229""","=""28L""",Our Lady Of Guadalupe Academy,227 CENTRE ST,,ELIZABETH,NJ,"=""07202""",227 Centre St,,ELIZABETH,NJ,"=""07202""","=""(908)352-7419""",Patricia Cymbaluk,Principal,pcymbaluk@olgacademy.org,NOT-FOR-PROFIT,"=""1320"""
"=""08""","=""0253""","=""33C""",Our Lady Of Hope Regional School,420 S BLACK HORSE PIKE,,BLACKWOOD,NJ,"=""08012""",420 S. BLACK HORSE PIKE,,BLACKWOOD,NJ,"=""08012""","=""(856)227-4442""",Elizabeth Martino,Principal,emartino@olohschool.org,NOT-FOR-PROFIT,"=""1780"""
"=""16""","=""0421""","=""87D""",Our Lady Of Mercy Academy,1001 MAIN ROAD,,NEWFIELD,NJ,"=""08344""",1001 Main Rd,,NEWFIELD,NJ,"=""08344""","=""(856)697-2008 x 120""",Mrs. Brooke A. Coyle,Head of School,Mrs.Coyle@olmanj.org,NOT-FOR-PROFIT,"=""4940"""
"=""04""","=""0122""","=""13B""",Our Lady of Mercy Academy,25 Fremont Avenue,,Park Ridge,NJ,"=""07656""",25 Fremont Avenue,,Park Ridge,NJ,"=""07656""","=""2013913838""",MRS. THERESA CABRERA,PRINCIPAL,tcabrera@olmacademy.org,NOT-FOR-PROFIT,"=""3940"""
"=""26""","=""0694""","=""42G""",Our Lady Of Mount Carmel,1220 First Avenue,,ASBURY PARK,NJ,"=""07712""",1220 First Avenue,,ASBURY PARK,NJ,"=""07712""","=""(732)775-8989""",Kaitlyn O'Meara,Interim Principal,komeara@olmcapnj.org,NOT-FOR-PROFIT,"=""0100"""
"=""08""","=""0218""","=""02C""",Our Lady Of Mt Carmel,1 N. CEDAR AVE,,BERLIN,NJ,"=""08009""",1 N. CEDAR AVE,,BERLIN,NJ,"=""08009""","=""(856)767-1751 x313""",Mrs. Alice Malloy,Principal,amalloy@olmc-school.org,NOT-FOR-PROFIT,"=""0330"""
"=""28""","=""0832""","=""65H""",Our Lady Of Mt Carmel,205 OAK STREET,,BOONTON,NJ,"=""07005""",205 Oak Street,,BOONTON,NJ,"=""07005""","=""(973)334-2777""",Eileen Vandenberg,"Assistant Headmistress, Operations",evandenberg@olmcboonton.org,NOT-FOR-PROFIT,"=""0450"""
"=""22""","=""0531""","=""90E""",Our Lady Of Sorrows School,3800 E STATE STREET EXTENSION,,HAMILTON,NJ,"=""08619""",3800 East State Street Extension,,HAMILTON,NJ,"=""08619""","=""(609)587-4140""",Maureen Tuohy,Principal,mtuohy@olsschool.us,NOT-FOR-PROFIT,"=""1950"""
"=""14""","=""0403""","=""71D""",Our Lady Of Sorrows School,172 ACADEMY ST,,SOUTH ORANGE,NJ,"=""07079""",172 ACADEMY ST,,SOUTH ORANGE,NJ,"=""07079""","=""(973)762-5169""",Judy Foley,Principal,principal@ourladyofsorrowsschool.org,NOT-FOR-PROFIT,"=""4900"""
"=""14""","=""0406""","=""74D""",Our Lady Of The Lake,26 LAKESIDE AVE.,,VERONA,NJ,"=""07044""",26 Lakeside Ave.,,VERONA,NJ,"=""07044""","=""973-239-1160 x311""",Mr. Thomas Conroy,Principal,tconroy@myoll.org,NOT-FOR-PROFIT,"=""5370"""
"=""02""","=""0003""","=""03A""",Our Lady Star Of The Sea,15 N CALIFORNIA AVENUE,,ATLANTIC CITY,NJ,"=""08401""",15 N. CALIFORNIA AVENUE,,ATLANTIC CITY,NJ,"=""08401""","=""(609) 345-0648 x32""",Carol Spina,PRINCIPAL,spina.carol@olssac.org,NOT-FOR-PROFIT,"=""0110"""
"=""24""","=""1667""","=""24Z""",Overlake Preparatory Academy,687 New Drover Rd.,,Edison,NJ,"=""08820""",687 New Drover Rd.,,Edison,NJ,"=""08820""","=""(848)909-6600""",David Lee,Principal,dlee@overlakeacademy.org,NOT-FOR-PROFIT,"=""1290"""
"=""22""","=""2113""","=""19W""",Painted Oak Nature School,174 Lambertville Rd.,,Hopewell,NJ,"=""08525""",1181 Bear Tavern Rd.,,Titusville,NJ,"=""08560""","=""(609)466-1010""",Nicole Langdo,Founder & Owner,paintedoakns@gmail.com,FOR-PROFIT,"=""2280"""
"=""32""","=""2192""","=""27W""",Papillon Montessori School,1 Father Hayes Drive,,Haskell,NJ,"=""07420""",1 Father Hayes Drive,,Haskell,NJ,"=""07420""","=""(973) 962-7000""",Patricia OKeefe,Director,papillonmontessorischool@gmail.com,NOT-FOR-PROFIT,"=""5440"""
"=""04""","=""0107""","=""99A""",Paramus Catholic High School,425 PARAMUS ROAD,,PARAMUS,NJ,"=""07652""",425 PARAMUS ROAD,,PARAMUS,NJ,"=""07652""","=""(201)445-4466""",Stephanie Macaluso,Principal,smacaluso@paramus-catholic.org,NOT-FOR-PROFIT,"=""3930"""
"=""40""","=""2084""","=""17R""",Pathways Learning Institute,91 Miller St.,,Vauxhall,NJ,"=""07088""",91 Miller St.,,Vauxhall,NJ,"=""07088""","=""(908)868-7854""",Erica Bell,Director,ebell@pathwayslearning.org,NOT-FOR-PROFIT,"=""5290"""
"=""40""","=""1366""","=""01P""","Patrick School Inc. , The",501 Green Lane,,Union,NJ,"=""07083""",501 Green Lane,,Union,NJ,"=""07083""","=""(908) 220-3173""",Chris Chavannes,Head of School,cchavannes@thepatrickschool.org,NOT-FOR-PROFIT,"=""5290"""
"=""08""","=""0256""","=""36C""",Paul VI High School,901 HOPKINS RD STE B,,HADDONFIELD,NJ,"=""08033""",901 HOPKINS RD STE B,,HADDONFIELD,NJ,"=""08033""","=""(856)858-4900""",Dr. Philip Gianfortune,Principal,pgianfortune@pvihs.org,NOT-FOR-PROFIT,"=""1890"""
